gameId,GAME_DATE,HOME_WON,PRED,H_POINTS,A_POINTS,H_teamName,A_teamName
0022301057,2024-03-27,0,1,126,132,Oklahoma City Thunder,Houston Rockets
0022301050,2024-03-27,0,0,119,122,Washington Wizards,Brooklyn Nets
0022301052,2024-03-27,0,0,107,108,Philadelphia 76ers,LA Clippers
0022301053,2024-03-27,0,0,101,145,Toronto Raptors,New York Knicks
0022301054,2024-03-27,1,0,125,99,Chicago Bulls,Indiana Pacers
0022301055,2024-03-27,0,0,124,136,Memphis Grizzlies,Los Angeles Lakers
0022301059,2024-03-27,0,1,97,104,Denver Nuggets,Phoenix Suns
0022301056,2024-03-27,1,1,106,91,Minnesota Timberwolves,Detroit Pistons
0022301051,2024-03-27,1,1,120,106,Atlanta Hawks,Portland Trail Blazers
0022301061,2024-03-28,1,1,107,100,New Orleans Pelicans,Milwaukee Bucks
0022301060,2024-03-28,1,0,123,122,Atlanta Hawks,Boston Celtics
0022301071,2024-03-29,0,1,98,111,Denver Nuggets,Minnesota Timberwolves
0022301070,2024-03-29,1,0,130,126,San Antonio Spurs,New York Knicks
0022301073,2024-03-29,0,0,103,107,Sacramento Kings,Dallas Mavericks
0022301068,2024-03-29,1,1,142,82,Miami Heat,Portland Trail Blazers
0022301067,2024-03-29,1,1,117,114,Cleveland Cavaliers,Philadelphia 76ers
0022301066,2024-03-29,1,0,125,108,Brooklyn Nets,Chicago Bulls
0022301065,2024-03-29,0,1,87,96,Washington Wizards,Detroit Pistons
0022301064,2024-03-29,0,1,97,100,Orlando Magic,LA Clippers
0022301063,2024-03-29,1,1,109,90,Indiana Pacers,Los Angeles Lakers
0022301062,2024-03-29,0,0,97,115,Charlotte Hornets,Golden State Warriors
0022301072,2024-03-29,0,0,100,101,Utah Jazz,Houston Rockets
0022301069,2024-03-29,1,1,128,103,Oklahoma City Thunder,Phoenix Suns
0022301074,2024-03-30,0,0,92,104,New Orleans Pelicans,Boston Celtics
0022301075,2024-03-30,1,1,118,88,Orlando Magic,Memphis Grizzlies
0022301076,2024-03-30,0,1,113,122,Atlanta Hawks,Milwaukee Bucks
