HOME_WON,ELO,ELO_PROB,NB_WIN,PCT_3PT_L10,PCT_LANCER_FRANC_L10,PCT_TIR_REUSSI_L10,PIE_L10,assistPercentage_L10,assistRatio_L10,assistToTurnover_L10,defensiveRating_L10,effectiveFieldGoalPercentage_L10,estimatedDefensiveRating_L10,estimatedNetRating_L10,estimatedOffensiveRating_L10,estimatedPace_L10,estimatedTeamTurnoverPercentage_L10,netRating_L10,offensiveRating_L10,pacePer40_L10,pace_L10,trueShootingPercentage_L10,turnoverRatio_L10
1,125.24569999999994,0.5705306560000001,3.0,0.07919999999999999,0.044399999999999995,0.019199999999999995,0.18120000000000008,0.1538000000000001,3.520000000000003,0.053999999999999826,-15.020000000000024,0.0368,-15.439999999999998,13.14,-2.299999999999997,3.8760000000000048,3.151,13.3,-1.7000000000000028,2.415999999999997,2.9000000000000057,0.038000000000000034,3.34
0,-97.46759999999995,0.007288704000000035,2.0,0.14,-0.08800000000000008,0.020600000000000007,0.059400000000000064,0.030200000000000005,2.119999999999999,0.3360000000000002,-4.219999999999999,0.0378,-4.799999999999997,12.52,7.700000000000003,4.990000000000009,-3.9453999999999994,12.280000000000001,8.09999999999998,3.7299999999999898,4.478000000000009,0.020199999999999996,-3.8999999999999986
1,78.25939999999991,0.47233513600000004,1.0,0.03559999999999991,-0.11839999999999995,0.06120000000000009,0.036599999999999966,0.08879999999999999,3.3400000000000016,0.036000000000000254,4.519999999999996,0.06920000000000004,6.52000000000001,0.18000000000000105,6.700000000000003,6.868000000000009,2.1416000000000004,0.8799999999999999,5.3799999999999955,7.165999999999997,8.599999999999994,0.05839999999999995,1.9999999999999964
1,-69.55570000000012,0.08740215400000001,-1.0,0.05425000000000002,-0.05174999999999996,-0.01100000000000001,-0.05125000000000002,-0.0009999999999998899,0.37500000000000355,0.10749999999999993,6.299999999999997,0.018000000000000016,5.0249999999999915,-0.9000000000000004,4.1499999999999915,3.319999999999993,1.2645,-1.8249999999999993,4.4750000000000085,2.085000000000008,2.5,0.003750000000000142,1.2749999999999986
0,-216.69769999999994,-0.32379695,-1.0,0.006000000000000005,-0.09325000000000006,0.017749999999999988,-0.00725000000000009,-0.01674999999999993,0.1750000000000007,0.010000000000000009,2.424999999999997,0.02174999999999999,3.625,-0.475000000000001,3.0500000000000114,-4.877499999999998,0.5412500000000016,2.3499999999999996,4.75,-4.1825000000000045,-5.019999999999996,0.00275000000000003,0.8249999999999993
1,28.45069999999987,0.35373875600000004,1.0,0.0368,0.1612499999999999,-0.006900000000000017,0.04310000000000003,0.1129,2.905000000000001,0.2945000000000001,0.75,-0.0030999999999999917,-1.0849999999999937,2.369999999999999,1.305000000000021,-0.605000000000004,-1.3537500000000016,1.0299999999999994,1.7549999999999955,-1.3340000000000032,-1.5999999999999943,0.01040000000000002,-1.3249999999999993
1,-44.01220000000012,0.15976530200000005,0.0,-0.1024000000000001,-0.04620000000000013,-0.0527999999999999,0.026000000000000134,0.04820000000000002,-1.120000000000001,-0.20999999999999974,-9.14,-0.06860000000000005,-7.6200000000000045,-3.9400000000000004,-11.519999999999996,0.44600000000001216,-0.15779999999999994,0.5399999999999983,-8.64,-0.35200000000000387,-0.42199999999999704,-0.05840000000000012,0.38000000000000433
1,-71.08529999999996,0.08303159000000004,-1.0,0.06689999999999996,0.08576666666666688,0.020600000000000007,0.0702000000000001,-0.045500000000000096,-0.43000000000000327,-0.026000000000000023,-3.146666666666661,-0.0033000000000001917,-3.030000000000001,8.273333333333333,5.240000000000009,-8.977333333333334,-0.5492333333333335,6.816666666666666,3.63333333333334,-6.637666666666661,-7.966666666666683,0.012199999999999989,-0.8766666666666687
1,65.36680000000001,0.44300542600000004,0.0,-0.0832,0.0034000000000000696,-0.028600000000000014,-0.08299999999999985,-0.07820000000000005,-1.4199999999999982,0.31600000000000006,5.400000000000006,-0.06400000000000006,4.920000000000002,-10.879999999999999,-5.939999999999998,-5.807999999999993,-5.481400000000001,-9.399999999999999,-4.02000000000001,-5.665999999999997,-6.799999999999997,-0.06540000000000001,-5.200000000000001
1,-156.8895,-0.16229330600000003,2.0,-0.08300000000000007,-0.0007500000000000284,0.031000000000000028,0.05760000000000004,-0.05439999999999989,-0.995000000000001,-0.5754999999999999,-7.5800000000000125,0.03489999999999999,-7.124999999999986,9.315000000000001,2.2299999999999898,-1.4770000000000039,2.82245,7.680000000000001,0.10000000000000853,-0.3340000000000032,-0.4000000000000057,0.032500000000000084,2.5799999999999983
1,31.851200000000063,0.36227165600000005,1.0,0.09474999999999989,-0.06275000000000008,0.039500000000000035,0.06624999999999992,0.06499999999999995,3.375,0.7475,1.1749999999999972,0.04949999999999999,2.0,4.65,6.674999999999997,3.4350000000000023,-2.0022499999999983,6.025000000000001,7.224999999999994,2.917500000000004,3.5,0.029749999999999943,-1.9749999999999996
